date_reported,country_code,country,who_region,new_cases,cumulative_cases,new_deaths,cumulative_deaths
29-02-2020,FJ,Fiji,WPRO,0,0,0,0
01-03-2020,FJ,Fiji,WPRO,0,0,0,0
02-03-2020,FJ,Fiji,WPRO,0,0,0,0
03-03-2020,FJ,Fiji,WPRO,0,0,0,0
04-03-2020,FJ,Fiji,WPRO,0,0,0,0
05-03-2020,FJ,Fiji,WPRO,0,0,0,0
06-03-2020,FJ,Fiji,WPRO,0,0,0,0
07-03-2020,FJ,Fiji,WPRO,0,0,0,0
08-03-2020,FJ,Fiji,WPRO,0,0,0,0
09-03-2020,FJ,Fiji,WPRO,0,0,0,0
10-03-2020,FJ,Fiji,WPRO,0,0,0,0
11-03-2020,FJ,Fiji,WPRO,0,0,0,0
12-03-2020,FJ,Fiji,WPRO,0,0,0,0
13-03-2020,FJ,Fiji,WPRO,0,0,0,0
14-03-2020,FJ,Fiji,WPRO,0,0,0,0
15-03-2020,FJ,Fiji,WPRO,0,0,0,0
16-03-2020,FJ,Fiji,WPRO,0,0,0,0
17-03-2020,FJ,Fiji,WPRO,0,0,0,0
18-03-2020,FJ,Fiji,WPRO,0,0,0,0
19-03-2020,FJ,Fiji,WPRO,1,1,0,0
20-03-2020,FJ,Fiji,WPRO,0,1,0,0
21-03-2020,FJ,Fiji,WPRO,1,2,0,0
22-03-2020,FJ,Fiji,WPRO,0,2,0,0
23-03-2020,FJ,Fiji,WPRO,0,2,0,0
24-03-2020,FJ,Fiji,WPRO,2,4,0,0
25-03-2020,FJ,Fiji,WPRO,1,5,0,0
26-03-2020,FJ,Fiji,WPRO,0,5,0,0
27-03-2020,FJ,Fiji,WPRO,0,5,0,0
28-03-2020,FJ,Fiji,WPRO,0,5,0,0
29-03-2020,FJ,Fiji,WPRO,0,5,0,0
30-03-2020,FJ,Fiji,WPRO,0,5,0,0
31-03-2020,FJ,Fiji,WPRO,0,5,0,0
01-04-2020,FJ,Fiji,WPRO,0,5,0,0
02-04-2020,FJ,Fiji,WPRO,0,5,0,0
03-04-2020,FJ,Fiji,WPRO,2,7,0,0
04-04-2020,FJ,Fiji,WPRO,0,7,0,0
05-04-2020,FJ,Fiji,WPRO,5,12,0,0
06-04-2020,FJ,Fiji,WPRO,0,12,0,0
07-04-2020,FJ,Fiji,WPRO,3,15,0,0
08-04-2020,FJ,Fiji,WPRO,0,15,0,0
09-04-2020,FJ,Fiji,WPRO,0,15,0,0
10-04-2020,FJ,Fiji,WPRO,0,15,0,0
11-04-2020,FJ,Fiji,WPRO,1,16,0,0
12-04-2020,FJ,Fiji,WPRO,0,16,0,0
13-04-2020,FJ,Fiji,WPRO,0,16,0,0
14-04-2020,FJ,Fiji,WPRO,0,16,0,0
15-04-2020,FJ,Fiji,WPRO,0,16,0,0
16-04-2020,FJ,Fiji,WPRO,0,16,0,0
17-04-2020,FJ,Fiji,WPRO,1,17,0,0
18-04-2020,FJ,Fiji,WPRO,0,17,0,0
19-04-2020,FJ,Fiji,WPRO,0,17,0,0
20-04-2020,FJ,Fiji,WPRO,0,17,0,0
21-04-2020,FJ,Fiji,WPRO,1,18,0,0
22-04-2020,FJ,Fiji,WPRO,0,18,0,0
23-04-2020,FJ,Fiji,WPRO,0,18,0,0
24-04-2020,FJ,Fiji,WPRO,0,18,0,0
25-04-2020,FJ,Fiji,WPRO,0,18,0,0
26-04-2020,FJ,Fiji,WPRO,0,18,0,0
27-04-2020,FJ,Fiji,WPRO,0,18,0,0
28-04-2020,FJ,Fiji,WPRO,0,18,0,0
29-04-2020,FJ,Fiji,WPRO,0,18,0,0
30-04-2020,FJ,Fiji,WPRO,0,18,0,0
01-05-2020,FJ,Fiji,WPRO,0,18,0,0
02-05-2020,FJ,Fiji,WPRO,0,18,0,0
03-05-2020,FJ,Fiji,WPRO,0,18,0,0
04-05-2020,FJ,Fiji,WPRO,0,18,0,0
05-05-2020,FJ,Fiji,WPRO,0,18,0,0
06-05-2020,FJ,Fiji,WPRO,0,18,0,0
07-05-2020,FJ,Fiji,WPRO,0,18,0,0
08-05-2020,FJ,Fiji,WPRO,0,18,0,0
09-05-2020,FJ,Fiji,WPRO,0,18,0,0
10-05-2020,FJ,Fiji,WPRO,0,18,0,0
11-05-2020,FJ,Fiji,WPRO,0,18,0,0
12-05-2020,FJ,Fiji,WPRO,0,18,0,0
13-05-2020,FJ,Fiji,WPRO,0,18,0,0
14-05-2020,FJ,Fiji,WPRO,0,18,0,0
15-05-2020,FJ,Fiji,WPRO,0,18,0,0
16-05-2020,FJ,Fiji,WPRO,0,18,0,0
17-05-2020,FJ,Fiji,WPRO,0,18,0,0
18-05-2020,FJ,Fiji,WPRO,0,18,0,0
19-05-2020,FJ,Fiji,WPRO,0,18,0,0
20-05-2020,FJ,Fiji,WPRO,0,18,0,0
21-05-2020,FJ,Fiji,WPRO,0,18,0,0
22-05-2020,FJ,Fiji,WPRO,0,18,0,0
23-05-2020,FJ,Fiji,WPRO,0,18,0,0
24-05-2020,FJ,Fiji,WPRO,0,18,0,0
25-05-2020,FJ,Fiji,WPRO,0,18,0,0
26-05-2020,FJ,Fiji,WPRO,0,18,0,0
27-05-2020,FJ,Fiji,WPRO,0,18,0,0
28-05-2020,FJ,Fiji,WPRO,0,18,0,0
29-05-2020,FJ,Fiji,WPRO,0,18,0,0
30-05-2020,FJ,Fiji,WPRO,0,18,0,0
31-05-2020,FJ,Fiji,WPRO,0,18,0,0
01-06-2020,FJ,Fiji,WPRO,0,18,0,0
02-06-2020,FJ,Fiji,WPRO,0,18,0,0
03-06-2020,FJ,Fiji,WPRO,0,18,0,0
04-06-2020,FJ,Fiji,WPRO,0,18,0,0
05-06-2020,FJ,Fiji,WPRO,0,18,0,0
06-06-2020,FJ,Fiji,WPRO,0,18,0,0
07-06-2020,FJ,Fiji,WPRO,0,18,0,0
08-06-2020,FJ,Fiji,WPRO,0,18,0,0
09-06-2020,FJ,Fiji,WPRO,0,18,0,0
10-06-2020,FJ,Fiji,WPRO,0,18,0,0
11-06-2020,FJ,Fiji,WPRO,0,18,0,0
12-06-2020,FJ,Fiji,WPRO,0,18,0,0
13-06-2020,FJ,Fiji,WPRO,0,18,0,0
14-06-2020,FJ,Fiji,WPRO,0,18,0,0
15-06-2020,FJ,Fiji,WPRO,0,18,0,0
16-06-2020,FJ,Fiji,WPRO,0,18,0,0
17-06-2020,FJ,Fiji,WPRO,0,18,0,0
18-06-2020,FJ,Fiji,WPRO,0,18,0,0
19-06-2020,FJ,Fiji,WPRO,0,18,0,0
20-06-2020,FJ,Fiji,WPRO,0,18,0,0
21-06-2020,FJ,Fiji,WPRO,0,18,0,0
22-06-2020,FJ,Fiji,WPRO,0,18,0,0
23-06-2020,FJ,Fiji,WPRO,0,18,0,0
24-06-2020,FJ,Fiji,WPRO,0,18,0,0
25-06-2020,FJ,Fiji,WPRO,0,18,0,0
26-06-2020,FJ,Fiji,WPRO,0,18,0,0
27-06-2020,FJ,Fiji,WPRO,0,18,0,0
28-06-2020,FJ,Fiji,WPRO,0,18,0,0
29-06-2020,FJ,Fiji,WPRO,0,18,0,0
30-06-2020,FJ,Fiji,WPRO,0,18,0,0
01-07-2020,FJ,Fiji,WPRO,0,18,0,0
02-07-2020,FJ,Fiji,WPRO,0,18,0,0
03-07-2020,FJ,Fiji,WPRO,0,18,0,0
04-07-2020,FJ,Fiji,WPRO,0,18,0,0
05-07-2020,FJ,Fiji,WPRO,0,18,0,0
06-07-2020,FJ,Fiji,WPRO,1,19,0,0
07-07-2020,FJ,Fiji,WPRO,0,19,0,0
08-07-2020,FJ,Fiji,WPRO,2,21,0,0
09-07-2020,FJ,Fiji,WPRO,0,21,0,0
10-07-2020,FJ,Fiji,WPRO,0,21,0,0
11-07-2020,FJ,Fiji,WPRO,0,21,0,0
12-07-2020,FJ,Fiji,WPRO,5,26,0,0
13-07-2020,FJ,Fiji,WPRO,0,26,0,0
14-07-2020,FJ,Fiji,WPRO,0,26,0,0
15-07-2020,FJ,Fiji,WPRO,0,26,0,0
16-07-2020,FJ,Fiji,WPRO,0,26,0,0
17-07-2020,FJ,Fiji,WPRO,0,26,0,0
18-07-2020,FJ,Fiji,WPRO,0,26,0,0
19-07-2020,FJ,Fiji,WPRO,0,26,0,0
20-07-2020,FJ,Fiji,WPRO,0,26,0,0
21-07-2020,FJ,Fiji,WPRO,1,27,0,0
22-07-2020,FJ,Fiji,WPRO,0,27,0,0
23-07-2020,FJ,Fiji,WPRO,0,27,0,0
24-07-2020,FJ,Fiji,WPRO,0,27,0,0
25-07-2020,FJ,Fiji,WPRO,0,27,0,0
26-07-2020,FJ,Fiji,WPRO,0,27,0,0
27-07-2020,FJ,Fiji,WPRO,0,27,0,0
28-07-2020,FJ,Fiji,WPRO,0,27,0,0
29-07-2020,FJ,Fiji,WPRO,0,27,0,0
30-07-2020,FJ,Fiji,WPRO,0,27,0,0
31-07-2020,FJ,Fiji,WPRO,0,27,0,0
01-08-2020,FJ,Fiji,WPRO,0,27,1,1
02-08-2020,FJ,Fiji,WPRO,0,27,0,1
03-08-2020,FJ,Fiji,WPRO,0,27,0,1
04-08-2020,FJ,Fiji,WPRO,0,27,0,1
05-08-2020,FJ,Fiji,WPRO,0,27,0,1
06-08-2020,FJ,Fiji,WPRO,0,27,0,1
07-08-2020,FJ,Fiji,WPRO,0,27,0,1
08-08-2020,FJ,Fiji,WPRO,0,27,0,1
09-08-2020,FJ,Fiji,WPRO,0,27,0,1
10-08-2020,FJ,Fiji,WPRO,0,27,0,1
11-08-2020,FJ,Fiji,WPRO,0,27,0,1
12-08-2020,FJ,Fiji,WPRO,0,27,0,1
13-08-2020,FJ,Fiji,WPRO,0,27,0,1
14-08-2020,FJ,Fiji,WPRO,1,28,0,1
15-08-2020,FJ,Fiji,WPRO,0,28,0,1
16-08-2020,FJ,Fiji,WPRO,0,28,0,1
17-08-2020,FJ,Fiji,WPRO,0,28,0,1
18-08-2020,FJ,Fiji,WPRO,0,28,0,1
19-08-2020,FJ,Fiji,WPRO,0,28,0,1
20-08-2020,FJ,Fiji,WPRO,0,28,0,1
21-08-2020,FJ,Fiji,WPRO,0,28,0,1
22-08-2020,FJ,Fiji,WPRO,0,28,0,1
23-08-2020,FJ,Fiji,WPRO,0,28,0,1
24-08-2020,FJ,Fiji,WPRO,0,28,0,1
25-08-2020,FJ,Fiji,WPRO,0,28,0,1
26-08-2020,FJ,Fiji,WPRO,0,28,1,2
27-08-2020,FJ,Fiji,WPRO,0,28,0,2
28-08-2020,FJ,Fiji,WPRO,0,28,0,2
29-08-2020,FJ,Fiji,WPRO,0,28,0,2
30-08-2020,FJ,Fiji,WPRO,0,28,0,2
31-08-2020,FJ,Fiji,WPRO,0,28,0,2
01-09-2020,FJ,Fiji,WPRO,0,28,0,2
02-09-2020,FJ,Fiji,WPRO,1,29,0,2
03-09-2020,FJ,Fiji,WPRO,0,29,0,2
04-09-2020,FJ,Fiji,WPRO,2,31,0,2
05-09-2020,FJ,Fiji,WPRO,0,31,0,2
06-09-2020,FJ,Fiji,WPRO,0,31,0,2
07-09-2020,FJ,Fiji,WPRO,0,31,0,2
08-09-2020,FJ,Fiji,WPRO,0,31,0,2
09-09-2020,FJ,Fiji,WPRO,1,32,0,2
10-09-2020,FJ,Fiji,WPRO,0,32,0,2
11-09-2020,FJ,Fiji,WPRO,0,32,0,2
12-09-2020,FJ,Fiji,WPRO,0,32,0,2
13-09-2020,FJ,Fiji,WPRO,0,32,0,2
14-09-2020,FJ,Fiji,WPRO,0,32,0,2
15-09-2020,FJ,Fiji,WPRO,0,32,0,2
16-09-2020,FJ,Fiji,WPRO,0,32,0,2
17-09-2020,FJ,Fiji,WPRO,0,32,0,2
18-09-2020,FJ,Fiji,WPRO,0,32,0,2
19-09-2020,FJ,Fiji,WPRO,0,32,0,2
20-09-2020,FJ,Fiji,WPRO,0,32,0,2
21-09-2020,FJ,Fiji,WPRO,0,32,0,2
22-09-2020,FJ,Fiji,WPRO,0,32,0,2
23-09-2020,FJ,Fiji,WPRO,0,32,0,2
24-09-2020,FJ,Fiji,WPRO,0,32,0,2
25-09-2020,FJ,Fiji,WPRO,0,32,0,2
26-09-2020,FJ,Fiji,WPRO,0,32,0,2
27-09-2020,FJ,Fiji,WPRO,0,32,0,2
28-09-2020,FJ,Fiji,WPRO,0,32,0,2
29-09-2020,FJ,Fiji,WPRO,0,32,0,2
30-09-2020,FJ,Fiji,WPRO,0,32,0,2
01-10-2020,FJ,Fiji,WPRO,0,32,0,2
02-10-2020,FJ,Fiji,WPRO,0,32,0,2
03-10-2020,FJ,Fiji,WPRO,0,32,0,2
04-10-2020,FJ,Fiji,WPRO,0,32,0,2
05-10-2020,FJ,Fiji,WPRO,0,32,0,2
06-10-2020,FJ,Fiji,WPRO,0,32,0,2
07-10-2020,FJ,Fiji,WPRO,0,32,0,2
08-10-2020,FJ,Fiji,WPRO,0,32,0,2
09-10-2020,FJ,Fiji,WPRO,0,32,0,2
10-10-2020,FJ,Fiji,WPRO,0,32,0,2
11-10-2020,FJ,Fiji,WPRO,0,32,0,2
12-10-2020,FJ,Fiji,WPRO,0,32,0,2
13-10-2020,FJ,Fiji,WPRO,0,32,0,2
14-10-2020,FJ,Fiji,WPRO,0,32,0,2
15-10-2020,FJ,Fiji,WPRO,0,32,0,2
16-10-2020,FJ,Fiji,WPRO,0,32,0,2
17-10-2020,FJ,Fiji,WPRO,0,32,0,2
18-10-2020,FJ,Fiji,WPRO,0,32,0,2
19-10-2020,FJ,Fiji,WPRO,0,32,0,2
20-10-2020,FJ,Fiji,WPRO,0,32,0,2
21-10-2020,FJ,Fiji,WPRO,1,33,0,2
22-10-2020,FJ,Fiji,WPRO,0,33,0,2
23-10-2020,FJ,Fiji,WPRO,0,33,0,2
24-10-2020,FJ,Fiji,WPRO,0,33,0,2
25-10-2020,FJ,Fiji,WPRO,0,33,0,2
26-10-2020,FJ,Fiji,WPRO,0,33,0,2
27-10-2020,FJ,Fiji,WPRO,0,33,0,2
28-10-2020,FJ,Fiji,WPRO,0,33,0,2
29-10-2020,FJ,Fiji,WPRO,0,33,0,2
30-10-2020,FJ,Fiji,WPRO,0,33,0,2
31-10-2020,FJ,Fiji,WPRO,1,34,0,2
01-11-2020,FJ,Fiji,WPRO,0,34,0,2
02-11-2020,FJ,Fiji,WPRO,0,34,0,2
03-11-2020,FJ,Fiji,WPRO,0,34,0,2
04-11-2020,FJ,Fiji,WPRO,0,34,0,2
05-11-2020,FJ,Fiji,WPRO,0,34,0,2
06-11-2020,FJ,Fiji,WPRO,0,34,0,2
07-11-2020,FJ,Fiji,WPRO,0,34,0,2
08-11-2020,FJ,Fiji,WPRO,0,34,0,2
09-11-2020,FJ,Fiji,WPRO,0,34,0,2
10-11-2020,FJ,Fiji,WPRO,0,34,0,2
11-11-2020,FJ,Fiji,WPRO,0,34,0,2
12-11-2020,FJ,Fiji,WPRO,1,35,0,2
13-11-2020,FJ,Fiji,WPRO,0,35,0,2
14-11-2020,FJ,Fiji,WPRO,0,35,0,2
15-11-2020,FJ,Fiji,WPRO,0,35,0,2
16-11-2020,FJ,Fiji,WPRO,0,35,0,2
17-11-2020,FJ,Fiji,WPRO,0,35,0,2
18-11-2020,FJ,Fiji,WPRO,0,35,0,2
19-11-2020,FJ,Fiji,WPRO,0,35,0,2
20-11-2020,FJ,Fiji,WPRO,0,35,0,2
21-11-2020,FJ,Fiji,WPRO,0,35,0,2
22-11-2020,FJ,Fiji,WPRO,0,35,0,2
23-11-2020,FJ,Fiji,WPRO,0,35,0,2
24-11-2020,FJ,Fiji,WPRO,0,35,0,2
25-11-2020,FJ,Fiji,WPRO,0,35,0,2
26-11-2020,FJ,Fiji,WPRO,3,38,0,2
27-11-2020,FJ,Fiji,WPRO,0,38,0,2
28-11-2020,FJ,Fiji,WPRO,0,38,0,2
29-11-2020,FJ,Fiji,WPRO,0,38,0,2
30-11-2020,FJ,Fiji,WPRO,0,38,0,2
01-12-2020,FJ,Fiji,WPRO,4,42,0,2
02-12-2020,FJ,Fiji,WPRO,0,42,0,2
03-12-2020,FJ,Fiji,WPRO,0,42,0,2
04-12-2020,FJ,Fiji,WPRO,2,44,0,2
05-12-2020,FJ,Fiji,WPRO,0,44,0,2
06-12-2020,FJ,Fiji,WPRO,0,44,0,2
07-12-2020,FJ,Fiji,WPRO,0,44,0,2
08-12-2020,FJ,Fiji,WPRO,0,44,0,2
09-12-2020,FJ,Fiji,WPRO,0,44,0,2
10-12-2020,FJ,Fiji,WPRO,0,44,0,2
11-12-2020,FJ,Fiji,WPRO,0,44,0,2
12-12-2020,FJ,Fiji,WPRO,0,44,0,2
13-12-2020,FJ,Fiji,WPRO,0,44,0,2
14-12-2020,FJ,Fiji,WPRO,2,46,0,2
15-12-2020,FJ,Fiji,WPRO,0,46,0,2
16-12-2020,FJ,Fiji,WPRO,0,46,0,2
17-12-2020,FJ,Fiji,WPRO,0,46,0,2
18-12-2020,FJ,Fiji,WPRO,0,46,0,2
19-12-2020,FJ,Fiji,WPRO,0,46,0,2
20-12-2020,FJ,Fiji,WPRO,0,46,0,2
21-12-2020,FJ,Fiji,WPRO,0,46,0,2
22-12-2020,FJ,Fiji,WPRO,0,46,0,2
23-12-2020,FJ,Fiji,WPRO,0,46,0,2
24-12-2020,FJ,Fiji,WPRO,0,46,0,2
25-12-2020,FJ,Fiji,WPRO,0,46,0,2
26-12-2020,FJ,Fiji,WPRO,0,46,0,2
27-12-2020,FJ,Fiji,WPRO,0,46,0,2
28-12-2020,FJ,Fiji,WPRO,0,46,0,2
29-12-2020,FJ,Fiji,WPRO,0,46,0,2
30-12-2020,FJ,Fiji,WPRO,3,49,0,2
31-12-2020,FJ,Fiji,WPRO,0,49,0,2
01-01-2021,FJ,Fiji,WPRO,0,49,0,2
02-01-2021,FJ,Fiji,WPRO,0,49,0,2
03-01-2021,FJ,Fiji,WPRO,0,49,0,2
04-01-2021,FJ,Fiji,WPRO,0,49,0,2
05-01-2021,FJ,Fiji,WPRO,0,49,0,2
06-01-2021,FJ,Fiji,WPRO,0,49,0,2
07-01-2021,FJ,Fiji,WPRO,4,53,0,2
08-01-2021,FJ,Fiji,WPRO,0,53,0,2
09-01-2021,FJ,Fiji,WPRO,0,53,0,2
10-01-2021,FJ,Fiji,WPRO,0,53,0,2
11-01-2021,FJ,Fiji,WPRO,0,53,0,2
12-01-2021,FJ,Fiji,WPRO,0,53,0,2
13-01-2021,FJ,Fiji,WPRO,0,53,0,2
14-01-2021,FJ,Fiji,WPRO,0,53,0,2
15-01-2021,FJ,Fiji,WPRO,0,53,0,2
16-01-2021,FJ,Fiji,WPRO,0,53,0,2
17-01-2021,FJ,Fiji,WPRO,2,55,0,2
18-01-2021,FJ,Fiji,WPRO,0,55,0,2
19-01-2021,FJ,Fiji,WPRO,0,55,0,2
20-01-2021,FJ,Fiji,WPRO,0,55,0,2
21-01-2021,FJ,Fiji,WPRO,0,55,0,2
22-01-2021,FJ,Fiji,WPRO,0,55,0,2
23-01-2021,FJ,Fiji,WPRO,0,55,0,2
24-01-2021,FJ,Fiji,WPRO,0,55,0,2
25-01-2021,FJ,Fiji,WPRO,0,55,0,2
26-01-2021,FJ,Fiji,WPRO,0,55,0,2
27-01-2021,FJ,Fiji,WPRO,0,55,0,2
28-01-2021,FJ,Fiji,WPRO,0,55,0,2
29-01-2021,FJ,Fiji,WPRO,0,55,0,2
30-01-2021,FJ,Fiji,WPRO,0,55,0,2
31-01-2021,FJ,Fiji,WPRO,0,55,0,2
01-02-2021,FJ,Fiji,WPRO,0,55,0,2
02-02-2021,FJ,Fiji,WPRO,0,55,0,2
03-02-2021,FJ,Fiji,WPRO,0,55,0,2
04-02-2021,FJ,Fiji,WPRO,1,56,0,2
05-02-2021,FJ,Fiji,WPRO,0,56,0,2
06-02-2021,FJ,Fiji,WPRO,0,56,0,2
07-02-2021,FJ,Fiji,WPRO,0,56,0,2
08-02-2021,FJ,Fiji,WPRO,0,56,0,2
09-02-2021,FJ,Fiji,WPRO,0,56,0,2
10-02-2021,FJ,Fiji,WPRO,0,56,0,2
11-02-2021,FJ,Fiji,WPRO,0,56,0,2
12-02-2021,FJ,Fiji,WPRO,0,56,0,2
13-02-2021,FJ,Fiji,WPRO,0,56,0,2
14-02-2021,FJ,Fiji,WPRO,0,56,0,2
15-02-2021,FJ,Fiji,WPRO,0,56,0,2
16-02-2021,FJ,Fiji,WPRO,0,56,0,2
17-02-2021,FJ,Fiji,WPRO,0,56,0,2
18-02-2021,FJ,Fiji,WPRO,0,56,0,2
19-02-2021,FJ,Fiji,WPRO,0,56,0,2
20-02-2021,FJ,Fiji,WPRO,0,56,0,2
21-02-2021,FJ,Fiji,WPRO,0,56,0,2
22-02-2021,FJ,Fiji,WPRO,0,56,0,2
23-02-2021,FJ,Fiji,WPRO,0,56,0,2
24-02-2021,FJ,Fiji,WPRO,0,56,0,2
25-02-2021,FJ,Fiji,WPRO,1,57,0,2
26-02-2021,FJ,Fiji,WPRO,0,57,0,2
27-02-2021,FJ,Fiji,WPRO,2,59,0,2
28-02-2021,FJ,Fiji,WPRO,0,59,0,2
01-03-2021,FJ,Fiji,WPRO,0,59,0,2
02-03-2021,FJ,Fiji,WPRO,0,59,0,2
03-03-2021,FJ,Fiji,WPRO,0,59,0,2
04-03-2021,FJ,Fiji,WPRO,4,63,0,2
05-03-2021,FJ,Fiji,WPRO,0,63,0,2
06-03-2021,FJ,Fiji,WPRO,0,63,0,2
07-03-2021,FJ,Fiji,WPRO,0,63,0,2
08-03-2021,FJ,Fiji,WPRO,0,63,0,2
09-03-2021,FJ,Fiji,WPRO,3,66,0,2
10-03-2021,FJ,Fiji,WPRO,0,66,0,2
11-03-2021,FJ,Fiji,WPRO,0,66,0,2
12-03-2021,FJ,Fiji,WPRO,0,66,0,2
13-03-2021,FJ,Fiji,WPRO,0,66,0,2
14-03-2021,FJ,Fiji,WPRO,0,66,0,2
15-03-2021,FJ,Fiji,WPRO,0,66,0,2
16-03-2021,FJ,Fiji,WPRO,0,66,0,2
17-03-2021,FJ,Fiji,WPRO,0,66,0,2
18-03-2021,FJ,Fiji,WPRO,0,66,0,2
19-03-2021,FJ,Fiji,WPRO,0,66,0,2
20-03-2021,FJ,Fiji,WPRO,1,67,0,2
21-03-2021,FJ,Fiji,WPRO,0,67,0,2
22-03-2021,FJ,Fiji,WPRO,0,67,0,2
23-03-2021,FJ,Fiji,WPRO,0,67,0,2
24-03-2021,FJ,Fiji,WPRO,0,67,0,2
25-03-2021,FJ,Fiji,WPRO,0,67,0,2
26-03-2021,FJ,Fiji,WPRO,0,67,0,2
27-03-2021,FJ,Fiji,WPRO,0,67,0,2
28-03-2021,FJ,Fiji,WPRO,0,67,0,2
29-03-2021,FJ,Fiji,WPRO,0,67,0,2
30-03-2021,FJ,Fiji,WPRO,0,67,0,2
31-03-2021,FJ,Fiji,WPRO,0,67,0,2
01-04-2021,FJ,Fiji,WPRO,0,67,0,2
02-04-2021,FJ,Fiji,WPRO,0,67,0,2
03-04-2021,FJ,Fiji,WPRO,0,67,0,2
04-04-2021,FJ,Fiji,WPRO,0,67,0,2
05-04-2021,FJ,Fiji,WPRO,0,67,0,2
06-04-2021,FJ,Fiji,WPRO,0,67,0,2
07-04-2021,FJ,Fiji,WPRO,0,67,0,2
08-04-2021,FJ,Fiji,WPRO,0,67,0,2
09-04-2021,FJ,Fiji,WPRO,0,67,0,2
10-04-2021,FJ,Fiji,WPRO,1,68,0,2
11-04-2021,FJ,Fiji,WPRO,0,68,0,2
12-04-2021,FJ,Fiji,WPRO,0,68,0,2
13-04-2021,FJ,Fiji,WPRO,0,68,0,2
14-04-2021,FJ,Fiji,WPRO,0,68,0,2
15-04-2021,FJ,Fiji,WPRO,0,68,0,2
16-04-2021,FJ,Fiji,WPRO,0,68,0,2
17-04-2021,FJ,Fiji,WPRO,0,68,0,2
18-04-2021,FJ,Fiji,WPRO,4,72,0,2
19-04-2021,FJ,Fiji,WPRO,2,74,0,2
20-04-2021,FJ,Fiji,WPRO,0,74,0,2
21-04-2021,FJ,Fiji,WPRO,3,77,0,2
22-04-2021,FJ,Fiji,WPRO,1,78,0,2
23-04-2021,FJ,Fiji,WPRO,8,86,0,2
24-04-2021,FJ,Fiji,WPRO,0,86,0,2
25-04-2021,FJ,Fiji,WPRO,1,87,0,2
